Nombre,Modelo,mae,mse,r2
Generación Renovables GWh,<keras.src.engine.sequential.Sequential object at 0x0000011C46F42290>,56.068698142013204,5328.325269310808,0.15327942635637837
Generación No renovables GWh,<keras.src.engine.sequential.Sequential object at 0x0000011C2350C850>,32.44215772688656,1638.5515958532853,0.5426362541834475
