predicción
566.8848879422342
558.3782106557919
669.0997585048137
686.9935833638484
702.57317367292
706.6056745256299
646.7324722495889
567.0959950044523
580.3699623026573
683.5442422597712
692.7625684323393
706.7491172743339
712.4220800548973
660.4715559247685
569.4306547572544
595.8755410446689
692.0045871860448
697.8049717292193
708.4122738720084
714.7283559261286
666.0098636643942
568.061456310939
606.1234798267038
696.7055548750429
701.313795666526
708.8772348060392
715.4881610362993
666.7363832588273
564.3815518694888
614.3229500415283
699.5454145586405
703.8802623002528
709.286443537496
716.0731653745337
664.8609330511289
559.2608571431579
622.4967307191446
701.7777203142635
706.2068701085567
710.1995153904302
717.1171409120242
661.3887211085607
552.9099765953122
631.8288618524314
704.1818630630243
708.9001574588447
711.9446629596223
718.9263309741358
656.5809744799118
545.0525689415769
643.0863092898452
707.3147223331597
712.5448799806409
714.8552595455933
721.7354544062772
650.1968602306433
534.9904311104804
656.9101922723969
711.6865654954391
717.7843227533091
719.346752323285
725.7739449937617
641.4483344490952
521.5418417997249
673.9759000288136
717.79910019585
725.2580609512833
725.7857586575041
731.1011819411893
628.630343482759
502.9782430883145
694.945588411858
725.9620102302507
735.2151141708183
734.0691887878033
737.1540058253862
608.529829865269
477.5665173955632
719.9183056654339
735.8065849355223
746.6989487118435
743.0485266154348
742.1395377304958
576.6365129484377
446.32517481866404
747.0453999453845
745.8597226201624
757.0694801623634
750.7262681330874
742.8500156131103
531.2518858184139
417.75252851831544
771.474958101245
754.5132313114875
763.9266487416124
756.2292799615667
735.5614203242783
481.66111511367694
405.2089150738285
787.7213571885359
761.6440831007694
768.0372441293774
760.945294527542
718.446924209178
444.96857243224247
417.4799023203017
794.445570236368
767.4763230845969
771.9503855268371
766.2320955838093
693.8124508017011
428.3490532836553
458.2080288061682
793.6109659815546
771.3474534357302
776.6983177106428
771.8618866773982
664.4857974129923
425.907920295659
529.5842395103741
784.9984320502625
771.4203458135936
780.0741239393549
775.6803944105632
628.0280435262912
427.7894120524468
627.7266500207784
769.2735958543367
766.0136464332038
776.9096164858253
773.0330352687896
577.7138672674321
421.6651724983543
721.0534122195479
761.0049017151267
763.1568745573013
769.5497039742955
761.3396014621028
514.3271337235976
404.8052763811976
773.627034572049
762.4860657139903
765.2290948063517
765.0143970121276
741.0629813519472
457.38568381820335
399.88573000580726
792.9237009119076
766.5328051403686
768.2951965134795
765.2110012476725
712.9782963599067
426.68466350529184
423.55368509477853
796.6387872730118
770.6555043520381
772.8981729705932
769.3242495283481
681.8134783443286
419.6569636536346
479.0127034936368
792.2436483948613
772.7543364330977
778.2626747731241
774.4009953529846
648.5117136378271
423.37278059657547
566.0731545259116
779.2561417166844
770.0034108391823
780.0596781084278
776.1467025167751
606.7049400658155
425.6940567119008
670.6001145258274
764.1569115559604
763.893529031682
774.0632281985806
769.2769534219267
549.538351781793
414.7350441826328
749.5074918236606
761.2927198701987
763.910565578342
767.4610067731834
753.5609878366706
485.95418821177384
400.62731720294346
785.1513464556863
764.4062005866514
766.5767851306518
764.7724034369406
729.0168164167827
439.6400556712427
407.8449735135748
795.8461318873469
768.7102913510818
770.2958508311218
766.9517549629815
698.668778531775
421.18842380773845
446.24703624144144
795.4845094224736
772.114098035436
775.5306510411965
771.8815346655172
666.6252726424709
420.65429076363694
516.8734342260589
787.228685959025
772.2956553940037
779.9700393440664
776.025954437892
630.1777469014837
425.26630881865873
616.0808542949898
771.07826770821
766.8347375147539
777.9585247460714
774.1314780138505
581.2426811673344
422.1855851119339
714.0537542749846
761.3743377786507
763.1486464441333
770.5312328997582
762.8351283889901
518.4532086378672
406.4878529840066
771.0575005308943
762.499205824188
765.1097560768274
765.5581986073446
