y_pred
522.0508
614.7246
636.1762
642.3797
643.5048
639.9722
581.7036
541.0516
636.977
656.9831
661.212
661.0332
656.5561
596.4404
554.2849
651.9295
671.7266
675.3457
674.5055
669.3305
607.5391
564.1559
663.0386
682.6778
685.8771
684.566
678.8803
615.8321
571.5243
671.3255
690.8428
693.7276
692.0647
685.9973
622.011
577.0127
677.4958
696.9204
699.569
697.6425
691.2892
626.6037
581.0905
682.0784
701.4321
703.9034
701.7792
695.2121
630.0064
584.1101
685.4699
704.7691
707.1073
704.835
698.1078
632.5164
586.3358
687.9677
707.2248
709.463
707.0797
700.233
634.3566
587.9659
689.795
709.0193
711.1823
708.716
701.78
635.6943
589.1491
691.1194
710.3176
712.4241
709.8957
702.8932
636.655
589.9969
692.0662
711.2437
713.3076
710.7327
703.6808
637.3327
590.5931
692.7298
711.8904
713.9222
711.3127
704.2242
637.798
591.0005
693.1808
712.3274
714.335
711.6996
704.5841
638.1039
591.2661
693.4722
712.607
714.5963
711.9416
704.8064
638.2901
591.4252
693.6437
712.7683
714.7437
712.0749
704.9253
638.3864
591.5044
693.7252
712.8409
714.8058
712.1264
704.9665
638.4152
591.5235
693.7391
712.8468
714.8036
712.1164
704.9493
638.3932
591.4975
693.7022
712.8025
714.7531
712.0603
704.8882
638.3331
591.4375
693.627
712.7205
714.6663
711.9694
704.7941
638.2442
591.3519
693.523
712.6101
714.5521
711.8524
704.675
638.1337
591.2471
693.3973
712.4782
714.4173
711.7156
704.5372
638.0069
591.1277
693.2553
712.3302
714.2669
711.5639
704.3853
637.8677
590.9973
693.1008
712.17
714.1047
711.4009
704.2225
637.7191
590.8587
692.937
712.0004
713.9335
711.2293
704.0516
637.5635
590.7136
692.766
711.8238
713.7556
711.0512
703.8745
637.4024
590.5638
692.5895
711.6418
713.5724
710.868
703.6926
637.2372
590.4102
692.4089
711.4557
713.3852
710.6811
703.5071
637.0687
590.2537
692.225
711.2663
713.1949
710.4911
703.3187
636.8977
590.095
692.0385
711.0744
713.0022
710.2988
703.128
636.7248
589.9346
691.8501
710.8805
712.8075
710.1046
702.9355
636.5503
589.7727
691.66
710.685
712.6113
709.9089
702.7416
636.3745
589.6097
691.4687
710.4882
712.4138
709.712
702.5465
636.1977
589.4458
691.2763
